"Y","A","LIMIT_BAL","SEX","EDUCATION","AGE","PAY_0","PAY_2","PAY_3","PAY_4","PAY_5","PAY_6","BILL_AMT1","BILL_AMT2","BILL_AMT3","BILL_AMT4","BILL_AMT5","BILL_AMT6","PAY_AMT1","PAY_AMT2","PAY_AMT3","PAY_AMT4","PAY_AMT5","PAY_AMT6"
1,1,240000,0,1,41,-1,-1,0,0,0,0,3087,10839,16665,13039,9439,11378,10839,10000,3500,0,5000,5000
0,0,400000,0,2,35,0,0,0,0,0,0,109943,222085,223350,213831,210563,211925,120018,10071,8037,8018,8809,5022
1,0,70000,1,2,26,0,0,0,0,0,0,66866,27072,26744,28087,27393,26646,2000,1396,3000,980,955,941
1,0,30000,0,2,25,2,2,0,0,0,0,28518,27774,28987,24960,14358,16123,0,2027,2000,1000,2000,2000
0,1,310000,1,2,26,0,0,0,0,0,0,304091,309627,315544,309272,240119,235799,12805,13567,13203,8765,9643,9035
1,0,100000,0,2,27,0,0,0,0,0,0,37767,34457,30036,30337,30997,32904,1788,1799,1100,1150,2423,0
0,1,230000,0,2,28,0,0,0,0,0,-1,29500,4828,7633,9202,2553,6015,4800,7021,8008,0,6015,3053
0,0,50000,0,2,23,1,-1,-1,-1,-1,0,18085,4120,0,261,28606,24041,7000,0,261,46506,2000,3000
0,1,200000,1,1,38,0,0,0,2,2,2,180486,183076,195535,190960,202139,194326,7000,15500,0,14184,0,6700
0,0,20000,1,2,35,0,0,0,0,0,0,19600,19694,19945,20051,19472,19830,1312,1363,1249,1000,2000,1000
0,0,170000,0,2,39,-1,-1,-1,-1,-1,-1,2860,15643,1104,190,4786,2714,15643,1108,191,4786,2714,7714
0,0,30000,1,2,30,-1,0,0,0,0,0,27826,28672,29622,30271,24536,22913,1600,1500,1000,1000,1000,1000
1,1,30000,0,2,51,0,0,2,2,2,2,22473,25293,24602,27964,27232,29800,3200,1,3801,0,3001,0
1,0,100000,0,3,27,0,0,0,0,0,2,53423,39096,40037,40584,43629,41432,1958,1953,1500,3700,0,1700
0,0,130000,0,2,37,0,0,0,0,0,0,3811,8692,10467,10067,12567,12567,5000,2000,0,2500,0,0
0,1,140000,1,2,45,-1,3,2,2,2,2,104144,106179,106947,107690,109821,107893,5200,4000,4000,4000,0,4100
0,0,170000,1,2,40,-1,-1,-1,-1,-1,-1,4599,3409,3790,2578,2100,2400,3409,6530,2578,2100,2400,6665
0,0,130000,0,3,25,-1,-1,-1,-1,-1,-1,250,174,1214,1125,139,0,174,1214,1125,139,0,391
0,1,80000,0,3,40,-1,0,0,0,0,0,7111,12774,16817,15274,20043,13318,6500,5000,4025,8000,5000,2000
0,1,270000,0,2,36,-2,-2,-2,-2,-2,-2,72364,65094,30704,12383,143874,15081,65140,30773,12383,144570,20081,112791
0,0,220000,0,2,30,-1,-1,-1,-1,0,0,596,892,7681,11642,23030,22449,892,7681,20000,20000,0,0
0,0,300000,0,1,25,1,-2,-1,0,0,0,-4,-231,10610,10520,120,0,227,10841,0,100,0,0
0,0,80000,1,2,24,2,2,-2,-1,0,0,1430,0,0,872,22872,20641,0,0,872,22000,2002,2001
0,0,80000,1,1,25,0,0,0,0,0,0,67751,68484,54926,55241,56560,57881,2500,3000,2000,2000,2000,3000
0,0,100000,1,3,30,0,0,0,0,0,0,46675,46567,46638,46454,46262,47823,1800,2000,1700,1683,3500,1500
1,1,360000,1,1,56,-1,-1,-2,-1,-1,-1,1094,0,0,1149,2386,5103,0,0,1149,2386,5103,0
0,0,350000,1,1,37,-2,-2,-2,-2,-2,-2,916,1123,604,4523,617,1902,1133,607,4545,620,1911,4690
1,1,30000,0,1,35,2,0,0,0,0,0,27703,28743,27048,26592,23874,23293,1500,1356,900,1000,1100,664
1,1,50000,0,3,70,2,2,0,0,0,0,54084,51564,50733,30363,30444,30482,0,2504,1200,1500,1100,1301
1,1,260000,0,2,38,0,0,0,0,0,0,81745,83371,85128,86910,88637,90682,2984,3100,3200,3172,3473,6994
0,0,20000,1,3,39,0,0,0,0,2,2,7824,9000,9867,11929,12091,12245,1307,1174,2236,500,500,0
0,0,170000,0,1,27,-1,0,0,0,0,0,41977,38895,39698,38330,39602,39922,1650,4500,4000,4000,3000,3000
0,1,400000,0,2,30,0,0,0,0,0,0,30667,31160,23054,8453,10387,9222,5034,2086,2025,5006,543,1711
1,1,300000,0,2,31,0,0,0,0,0,0,89240,92016,92971,94817,96756,98325,4214,3377,3395,3468,3133,3307
1,1,110000,1,1,48,0,0,0,0,0,0,73472,75431,76296,77260,72907,63104,3139,2529,2348,2308,2180,1687
0,0,120000,1,2,27,0,0,0,0,0,0,113556,114844,117777,119086,70013,102991,4200,4773,3776,3200,1882,4000
1,0,220000,1,1,38,1,2,-1,-1,0,-1,7311,5590,1066,2404,1338,19082,0,1066,2404,0,19082,4421
0,1,420000,1,2,36,0,0,0,0,0,0,56068,55115,19304,22304,28465,38182,15005,10013,10000,10000,20000,20000
1,0,20000,1,2,30,1,2,2,2,2,2,16906,17328,19145,18397,20697,20547,1000,2400,0,2700,0,283
0,0,70000,0,2,37,1,2,-1,0,0,2,7204,5326,5954,1069,4711,4514,0,5954,0,4514,0,0
1,1,300000,0,2,38,0,-1,0,0,0,0,1250,940,11240,12137,15937,16437,940,10300,1200,4000,500,6000
0,0,30000,1,2,38,0,0,0,0,0,0,29723,30428,26558,27265,27953,28456,2000,2000,1500,1500,1500,1500
0,0,240000,0,1,34,2,0,0,0,0,0,5488,1788,2840,3750,4750,-10,1700,1090,1000,1000,0,0
